robot_ts,x,y,z,w,p,r,ee,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20T18:37:09.174276,-0.2782549262046814,-0.38394197821617126,0.5521109104156494,-0.5423266887664795,-0.9741420745849609,-0.39965713024139404,-0.560893714427948,0,2025-06-20T18:37:09.174276,0,2025-06-20T18:37:09.174276,.synthetic_data/episode_007/frames_cam0/cam0_0000.png,.synthetic_data/episode_007/frames_cam1/cam1_0000.png
2025-06-20T18:37:09.274276,-0.045418303459882736,0.2693849205970764,-0.9328823089599609,-0.7450258135795593,0.7180831432342529,-0.1671614944934845,0.366608202457428,1,2025-06-20T18:37:09.274276,1,2025-06-20T18:37:09.274276,.synthetic_data/episode_007/frames_cam0/cam0_0001.png,.synthetic_data/episode_007/frames_cam1/cam1_0001.png
2025-06-20T18:37:09.374276,0.44951388239860535,-0.9561696648597717,0.2761927545070648,0.12755876779556274,-0.4264794588088989,0.08434514701366425,0.5849781036376953,2,2025-06-20T18:37:09.374276,2,2025-06-20T18:37:09.374276,.synthetic_data/episode_007/frames_cam0/cam0_0002.png,.synthetic_data/episode_007/frames_cam1/cam1_0002.png
2025-06-20T18:37:09.474276,-0.8671180009841919,0.7121610641479492,0.42387616634368896,-0.7497032880783081,-0.7120773196220398,-0.5826395153999329,-0.09401478618383408,3,2025-06-20T18:37:09.474276,3,2025-06-20T18:37:09.474276,.synthetic_data/episode_007/frames_cam0/cam0_0003.png,.synthetic_data/episode_007/frames_cam1/cam1_0003.png
2025-06-20T18:37:09.574276,0.26081687211990356,0.9653041362762451,0.24190837144851685,-0.807511568069458,0.25406086444854736,0.7999176383018494,0.18737460672855377,4,2025-06-20T18:37:09.574276,4,2025-06-20T18:37:09.574276,.synthetic_data/episode_007/frames_cam0/cam0_0004.png,.synthetic_data/episode_007/frames_cam1/cam1_0004.png
2025-06-20T18:37:09.674276,-0.4731525778770447,0.1605878472328186,0.39320671558380127,-0.09813573211431503,0.37082451581954956,0.76011723279953,-0.18126602470874786,5,2025-06-20T18:37:09.674276,5,2025-06-20T18:37:09.674276,.synthetic_data/episode_007/frames_cam0/cam0_0005.png,.synthetic_data/episode_007/frames_cam1/cam1_0005.png
2025-06-20T18:37:09.774276,0.3003644347190857,0.1063956618309021,-0.676679790019989,0.3279288113117218,0.728947103023529,0.1103973239660263,0.2550230026245117,6,2025-06-20T18:37:09.774276,6,2025-06-20T18:37:09.774276,.synthetic_data/episode_007/frames_cam0/cam0_0006.png,.synthetic_data/episode_007/frames_cam1/cam1_0006.png
2025-06-20T18:37:09.874276,-0.6168115139007568,0.5564042329788208,0.9761431813240051,0.7352733016014099,0.5353177189826965,-0.2135189324617386,0.9102707505226135,7,2025-06-20T18:37:09.874276,7,2025-06-20T18:37:09.874276,.synthetic_data/episode_007/frames_cam0/cam0_0007.png,.synthetic_data/episode_007/frames_cam1/cam1_0007.png
2025-06-20T18:37:09.974276,-0.8675722479820251,-0.009393444284796715,0.2547835409641266,-0.23991979658603668,-0.19962549209594727,0.5111358761787415,-0.7314617037773132,8,2025-06-20T18:37:09.974276,8,2025-06-20T18:37:09.974276,.synthetic_data/episode_007/frames_cam0/cam0_0008.png,.synthetic_data/episode_007/frames_cam1/cam1_0008.png
2025-06-20T18:37:10.074276,0.45035210251808167,0.8840388059616089,0.26853835582733154,0.3012971878051758,-0.03145726025104523,-0.8901670575141907,-0.008923719637095928,9,2025-06-20T18:37:10.074276,9,2025-06-20T18:37:10.074276,.synthetic_data/episode_007/frames_cam0/cam0_0009.png,.synthetic_data/episode_007/frames_cam1/cam1_0009.png
2025-06-20T18:37:10.174276,0.9604594707489014,0.43528300523757935,0.7406865954399109,-0.7646681666374207,-0.9614487290382385,0.682792603969574,-0.719245433807373,10,2025-06-20T18:37:10.174276,10,2025-06-20T18:37:10.174276,.synthetic_data/episode_007/frames_cam0/cam0_0010.png,.synthetic_data/episode_007/frames_cam1/cam1_0010.png
2025-06-20T18:37:10.274276,0.2086688131093979,0.2623465657234192,-0.03519332781434059,-0.44666242599487305,0.40433722734451294,0.5486272573471069,-0.5095198154449463,11,2025-06-20T18:37:10.274276,11,2025-06-20T18:37:10.274276,.synthetic_data/episode_007/frames_cam0/cam0_0011.png,.synthetic_data/episode_007/frames_cam1/cam1_0011.png
