robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20 14:29:47.770,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:47.903,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.039,158.09,29.13,97.82,180.0,-53.05,158.09,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.168,158.46,28.98,98.08,180.0,-52.95,158.46,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.300,158.79,28.84,98.29,180.0,-52.86,158.79,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.432,159.2,28.68,98.56,180.0,-52.76,159.2,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.565,160.32,28.27,99.24,180.0,-52.49,160.31,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.698,160.94,28.05,99.61,180.0,-52.34,160.94,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.830,161.57,27.84,99.96,180.0,-52.21,161.57,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:48.964,162.86,27.43,100.62,180.0,-51.95,162.85,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:49.095,163.5,27.24,100.93,180.0,-51.83,163.5,1,2025-06-20 14:29:49.181,1,2025-06-20 14:29:49.146,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0001.png
2025-06-20 14:29:49.228,164.16,27.05,101.24,180.0,-51.71,164.16,1,2025-06-20 14:29:49.181,2,2025-06-20 14:29:49.238,D:\test_image\run46\frames_cam0\cam0_0001.png,D:\test_image\run46\frames_cam1\cam1_0002.png
2025-06-20 14:29:49.360,165.48,26.71,101.8,180.0,-51.5,165.48,3,2025-06-20 14:29:49.415,3,2025-06-20 14:29:49.340,D:\test_image\run46\frames_cam0\cam0_0003.png,D:\test_image\run46\frames_cam1\cam1_0003.png
2025-06-20 14:29:49.492,166.14,26.55,102.06,180.0,-51.4,166.14,4,2025-06-20 14:29:49.543,4,2025-06-20 14:29:49.451,D:\test_image\run46\frames_cam0\cam0_0004.png,D:\test_image\run46\frames_cam1\cam1_0004.png
2025-06-20 14:29:49.651,166.82,26.39,102.31,180.0,-51.3,166.82,5,2025-06-20 14:29:49.661,6,2025-06-20 14:29:49.662,D:\test_image\run46\frames_cam0\cam0_0005.png,D:\test_image\run46\frames_cam1\cam1_0006.png
2025-06-20 14:29:49.759,168.17,26.11,102.77,180.0,-51.12,168.17,6,2025-06-20 14:29:49.763,7,2025-06-20 14:29:49.759,D:\test_image\run46\frames_cam0\cam0_0006.png,D:\test_image\run46\frames_cam1\cam1_0007.png
2025-06-20 14:29:49.890,168.86,25.98,102.98,180.0,-51.04,168.86,7,2025-06-20 14:29:49.870,9,2025-06-20 14:29:49.940,D:\test_image\run46\frames_cam0\cam0_0007.png,D:\test_image\run46\frames_cam1\cam1_0009.png
2025-06-20 14:29:50.032,169.54,25.86,103.18,180.0,-50.97,169.54,8,2025-06-20 14:29:49.991,10,2025-06-20 14:29:50.039,D:\test_image\run46\frames_cam0\cam0_0008.png,D:\test_image\run46\frames_cam1\cam1_0010.png
2025-06-20 14:29:50.154,170.93,25.63,103.53,180.0,-50.83,170.93,10,2025-06-20 14:29:50.185,11,2025-06-20 14:29:50.136,D:\test_image\run46\frames_cam0\cam0_0010.png,D:\test_image\run46\frames_cam1\cam1_0011.png
2025-06-20 14:29:50.287,171.63,25.53,103.69,180.0,-50.78,171.63,11,2025-06-20 14:29:50.295,12,2025-06-20 14:29:50.239,D:\test_image\run46\frames_cam0\cam0_0011.png,D:\test_image\run46\frames_cam1\cam1_0012.png
2025-06-20 14:29:50.427,172.33,25.44,103.84,180.0,-50.72,172.33,12,2025-06-20 14:29:50.419,14,2025-06-20 14:29:50.458,D:\test_image\run46\frames_cam0\cam0_0012.png,D:\test_image\run46\frames_cam1\cam1_0014.png
