robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-19 15:03:19.863,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:19.996,158.05,29.14,97.8,180.0,-53.06,158.06,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:20.129,158.14,29.11,97.86,180.0,-53.03,158.15,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:20.261,158.33,29.04,97.99,180.0,-52.98,158.33,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:20.393,158.97,28.77,98.42,180.0,-52.81,158.98,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:20.525,159.44,28.59,98.71,180.0,-52.7,159.44,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:20.658,160.0,28.38,99.05,180.0,-52.56,160.0,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:20.791,160.61,28.16,99.42,180.0,-52.42,160.61,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:20.923,161.88,27.74,100.12,180.0,-52.14,161.88,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:21.062,162.52,27.53,100.45,180.0,-52.01,162.52,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:21.187,163.16,27.33,100.77,180.0,-51.89,163.16,1,2025-06-19 15:03:21.256,1,2025-06-19 15:03:21.224,D:\test_image\run8\frames_cam0\cam0_0001.png,D:\test_image\run8\frames_cam1\cam1_0001.png
2025-06-19 15:03:21.321,164.47,26.97,101.37,180.0,-51.66,164.47,2,2025-06-19 15:03:21.376,2,2025-06-19 15:03:21.309,D:\test_image\run8\frames_cam0\cam0_0002.png,D:\test_image\run8\frames_cam1\cam1_0002.png
2025-06-19 15:03:21.475,165.13,26.79,101.66,180.0,-51.55,165.13,3,2025-06-19 15:03:21.485,4,2025-06-19 15:03:21.511,D:\test_image\run8\frames_cam0\cam0_0003.png,D:\test_image\run8\frames_cam1\cam1_0004.png
2025-06-19 15:03:21.600,165.8,26.63,101.92,180.0,-51.45,165.8,4,2025-06-19 15:03:21.593,5,2025-06-19 15:03:21.620,D:\test_image\run8\frames_cam0\cam0_0004.png,D:\test_image\run8\frames_cam1\cam1_0005.png
2025-06-19 15:03:21.718,167.14,26.32,102.42,180.0,-51.26,167.14,5,2025-06-19 15:03:21.704,6,2025-06-19 15:03:21.712,D:\test_image\run8\frames_cam0\cam0_0005.png,D:\test_image\run8\frames_cam1\cam1_0006.png
2025-06-19 15:03:21.851,167.82,26.18,102.65,180.0,-51.17,167.82,6,2025-06-19 15:03:21.823,7,2025-06-19 15:03:21.821,D:\test_image\run8\frames_cam0\cam0_0006.png,D:\test_image\run8\frames_cam1\cam1_0007.png
2025-06-19 15:03:21.983,168.5,26.05,102.87,180.0,-51.09,168.5,7,2025-06-19 15:03:21.929,9,2025-06-19 15:03:22.015,D:\test_image\run8\frames_cam0\cam0_0007.png,D:\test_image\run8\frames_cam1\cam1_0009.png
2025-06-19 15:03:22.123,169.87,25.8,103.27,180.0,-50.93,169.87,8,2025-06-19 15:03:22.128,10,2025-06-19 15:03:22.132,D:\test_image\run8\frames_cam0\cam0_0008.png,D:\test_image\run8\frames_cam1\cam1_0010.png
2025-06-19 15:03:22.248,170.57,25.69,103.45,180.0,-50.87,170.57,9,2025-06-19 15:03:22.242,11,2025-06-19 15:03:22.210,D:\test_image\run8\frames_cam0\cam0_0009.png,D:\test_image\run8\frames_cam1\cam1_0011.png
