robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20 13:10:58.248,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:58.380,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:58.513,158.19,29.09,97.89,180.0,-53.02,158.19,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:58.646,158.4,29.0,98.04,180.0,-52.97,158.4,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:58.787,158.7,28.88,98.24,180.0,-52.89,158.7,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:58.910,159.59,28.53,98.81,180.0,-52.66,159.59,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:59.043,160.17,28.32,99.16,180.0,-52.52,160.17,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:59.176,160.8,28.1,99.53,180.0,-52.37,160.79,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:59.308,162.07,27.68,100.22,180.0,-52.11,162.06,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:59.440,162.71,27.47,100.55,180.0,-51.98,162.71,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:59.573,163.35,27.28,100.86,180.0,-51.85,163.35,1,2025-06-20 13:10:59.694,1,2025-06-20 13:10:59.616,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0001.png
2025-06-20 13:10:59.705,164.66,26.92,101.46,180.0,-51.62,164.66,1,2025-06-20 13:10:59.694,2,2025-06-20 13:10:59.699,D:\test_image\run27\frames_cam0\cam0_0001.png,D:\test_image\run27\frames_cam1\cam1_0002.png
2025-06-20 13:10:59.838,165.33,26.74,101.74,180.0,-51.52,165.33,2,2025-06-20 13:10:59.803,3,2025-06-20 13:10:59.803,D:\test_image\run27\frames_cam0\cam0_0002.png,D:\test_image\run27\frames_cam1\cam1_0003.png
2025-06-20 13:10:59.971,165.99,26.58,102.0,180.0,-51.42,165.99,3,2025-06-20 13:10:59.911,5,2025-06-20 13:10:59.992,D:\test_image\run27\frames_cam0\cam0_0003.png,D:\test_image\run27\frames_cam1\cam1_0005.png
2025-06-20 13:11:00.102,166.66,26.43,102.25,180.0,-51.32,166.66,5,2025-06-20 13:11:00.159,6,2025-06-20 13:11:00.096,D:\test_image\run27\frames_cam0\cam0_0005.png,D:\test_image\run27\frames_cam1\cam1_0006.png
2025-06-20 13:11:00.235,168.02,26.14,102.72,180.0,-51.14,168.02,6,2025-06-20 13:11:00.290,7,2025-06-20 13:11:00.201,D:\test_image\run27\frames_cam0\cam0_0006.png,D:\test_image\run27\frames_cam1\cam1_0007.png
2025-06-20 13:11:00.369,168.7,26.01,102.93,180.0,-51.06,168.7,7,2025-06-20 13:11:00.407,9,2025-06-20 13:11:00.406,D:\test_image\run27\frames_cam0\cam0_0007.png,D:\test_image\run27\frames_cam1\cam1_0009.png
2025-06-20 13:11:00.503,169.39,25.88,103.13,180.0,-50.99,169.39,8,2025-06-20 13:11:00.506,10,2025-06-20 13:11:00.503,D:\test_image\run27\frames_cam0\cam0_0008.png,D:\test_image\run27\frames_cam1\cam1_0010.png
2025-06-20 13:11:00.633,170.77,25.66,103.5,180.0,-50.85,170.77,9,2025-06-20 13:11:00.601,11,2025-06-20 13:11:00.593,D:\test_image\run27\frames_cam0\cam0_0009.png,D:\test_image\run27\frames_cam1\cam1_0011.png
2025-06-20 13:11:00.766,171.47,25.56,103.66,180.0,-50.79,171.47,10,2025-06-20 13:11:00.718,13,2025-06-20 13:11:00.792,D:\test_image\run27\frames_cam0\cam0_0010.png,D:\test_image\run27\frames_cam1\cam1_0013.png
2025-06-20 13:11:00.898,172.17,25.46,103.81,180.0,-50.73,172.17,12,2025-06-20 13:11:00.929,14,2025-06-20 13:11:00.890,D:\test_image\run27\frames_cam0\cam0_0012.png,D:\test_image\run27\frames_cam1\cam1_0014.png
2025-06-20 13:11:01.031,173.58,25.3,104.06,180.0,-50.64,173.58,13,2025-06-20 13:11:01.052,15,2025-06-20 13:11:00.990,D:\test_image\run27\frames_cam0\cam0_0013.png,D:\test_image\run27\frames_cam1\cam1_0015.png
2025-06-20 13:11:01.163,174.29,25.23,104.17,180.0,-50.59,174.29,14,2025-06-20 13:11:01.153,17,2025-06-20 13:11:01.188,D:\test_image\run27\frames_cam0\cam0_0014.png,D:\test_image\run27\frames_cam1\cam1_0017.png
