robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20 13:16:31.794,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:31.927,158.05,29.14,97.8,180.0,-53.06,158.05,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.059,158.13,29.12,97.86,180.0,-53.03,158.14,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.191,158.31,29.04,97.98,180.0,-52.99,158.31,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.335,158.94,28.78,98.39,180.0,-52.82,158.94,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.457,159.39,28.6,98.68,180.0,-52.71,159.4,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.590,159.95,28.4,99.02,180.0,-52.57,159.95,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.722,161.19,27.96,99.75,180.0,-52.29,161.19,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.853,161.83,27.75,100.1,180.0,-52.15,161.83,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:32.987,162.47,27.55,100.43,180.0,-52.02,162.47,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:33.118,163.76,27.16,101.06,180.0,-51.78,163.76,1,2025-06-20 13:16:33.190,1,2025-06-20 13:16:33.150,D:\test_image\run29\frames_cam0\cam0_0001.png,D:\test_image\run29\frames_cam1\cam1_0001.png
2025-06-20 13:16:33.251,164.42,26.98,101.35,180.0,-51.67,164.42,2,2025-06-20 13:16:33.304,2,2025-06-20 13:16:33.243,D:\test_image\run29\frames_cam0\cam0_0002.png,D:\test_image\run29\frames_cam1\cam1_0002.png
2025-06-20 13:16:33.384,165.08,26.81,101.63,180.0,-51.56,165.08,3,2025-06-20 13:16:33.418,3,2025-06-20 13:16:33.345,D:\test_image\run29\frames_cam0\cam0_0003.png,D:\test_image\run29\frames_cam1\cam1_0003.png
2025-06-20 13:16:33.523,166.41,26.49,102.16,180.0,-51.36,166.41,4,2025-06-20 13:16:33.544,5,2025-06-20 13:16:33.545,D:\test_image\run29\frames_cam0\cam0_0004.png,D:\test_image\run29\frames_cam1\cam1_0005.png
2025-06-20 13:16:33.648,167.08,26.34,102.4,180.0,-51.26,167.09,5,2025-06-20 13:16:33.644,6,2025-06-20 13:16:33.644,D:\test_image\run29\frames_cam0\cam0_0005.png,D:\test_image\run29\frames_cam1\cam1_0006.png
2025-06-20 13:16:33.781,167.76,26.19,102.63,180.0,-51.18,167.76,6,2025-06-20 13:16:33.755,7,2025-06-20 13:16:33.756,D:\test_image\run29\frames_cam0\cam0_0006.png,D:\test_image\run29\frames_cam1\cam1_0007.png
2025-06-20 13:16:33.913,168.44,26.06,102.85,180.0,-51.09,168.45,7,2025-06-20 13:16:33.866,9,2025-06-20 13:16:33.942,D:\test_image\run29\frames_cam0\cam0_0007.png,D:\test_image\run29\frames_cam1\cam1_0009.png
2025-06-20 13:16:34.047,169.82,25.81,103.25,180.0,-50.94,169.82,8,2025-06-20 13:16:34.005,10,2025-06-20 13:16:34.051,D:\test_image\run29\frames_cam0\cam0_0008.png,D:\test_image\run29\frames_cam1\cam1_0010.png
2025-06-20 13:16:34.179,170.51,25.7,103.43,180.0,-50.87,170.51,10,2025-06-20 13:16:34.228,11,2025-06-20 13:16:34.148,D:\test_image\run29\frames_cam0\cam0_0010.png,D:\test_image\run29\frames_cam1\cam1_0011.png
2025-06-20 13:16:34.319,171.21,25.59,103.6,180.0,-50.81,171.21,11,2025-06-20 13:16:34.336,13,2025-06-20 13:16:34.343,D:\test_image\run29\frames_cam0\cam0_0011.png,D:\test_image\run29\frames_cam1\cam1_0013.png
2025-06-20 13:16:34.444,172.61,25.41,103.89,180.0,-50.7,172.61,12,2025-06-20 13:16:34.439,14,2025-06-20 13:16:34.443,D:\test_image\run29\frames_cam0\cam0_0012.png,D:\test_image\run29\frames_cam1\cam1_0014.png
2025-06-20 13:16:34.576,173.31,25.33,104.02,180.0,-50.65,173.32,13,2025-06-20 13:16:34.547,15,2025-06-20 13:16:34.549,D:\test_image\run29\frames_cam0\cam0_0013.png,D:\test_image\run29\frames_cam1\cam1_0015.png
2025-06-20 13:16:34.709,174.02,25.26,104.13,180.0,-50.61,174.02,15,2025-06-20 13:16:34.753,17,2025-06-20 13:16:34.752,D:\test_image\run29\frames_cam0\cam0_0015.png,D:\test_image\run29\frames_cam1\cam1_0017.png
2025-06-20 13:16:34.841,175.44,25.14,104.33,180.0,-50.54,175.45,16,2025-06-20 13:16:34.873,18,2025-06-20 13:16:34.839,D:\test_image\run29\frames_cam0\cam0_0016.png,D:\test_image\run29\frames_cam1\cam1_0018.png
2025-06-20 13:16:34.975,176.16,25.09,104.4,180.0,-50.51,176.16,17,2025-06-20 13:16:34.981,19,2025-06-20 13:16:34.942,D:\test_image\run29\frames_cam0\cam0_0017.png,D:\test_image\run29\frames_cam1\cam1_0019.png
2025-06-20 13:16:35.116,176.87,25.05,104.46,180.0,-50.48,176.88,18,2025-06-20 13:16:35.135,21,2025-06-20 13:16:35.143,D:\test_image\run29\frames_cam0\cam0_0018.png,D:\test_image\run29\frames_cam1\cam1_0021.png
2025-06-20 13:16:35.240,178.31,25.0,104.55,180.0,-50.45,178.31,19,2025-06-20 13:16:35.242,22,2025-06-20 13:16:35.244,D:\test_image\run29\frames_cam0\cam0_0019.png,D:\test_image\run29\frames_cam1\cam1_0022.png
2025-06-20 13:16:35.372,179.03,24.98,104.58,180.0,-50.44,179.03,20,2025-06-20 13:16:35.355,23,2025-06-20 13:16:35.356,D:\test_image\run29\frames_cam0\cam0_0020.png,D:\test_image\run29\frames_cam1\cam1_0023.png
2025-06-20 13:16:35.504,179.75,24.97,104.59,180.0,-50.44,179.75,21,2025-06-20 13:16:35.472,25,2025-06-20 13:16:35.543,D:\test_image\run29\frames_cam0\cam0_0021.png,D:\test_image\run29\frames_cam1\cam1_0025.png
2025-06-20 13:16:35.638,181.19,24.97,104.58,180.0,-50.44,181.2,23,2025-06-20 13:16:35.677,26,2025-06-20 13:16:35.642,D:\test_image\run29\frames_cam0\cam0_0023.png,D:\test_image\run29\frames_cam1\cam1_0026.png
2025-06-20 13:16:35.779,181.92,24.99,104.55,180.0,-50.46,181.92,24,2025-06-20 13:16:35.785,27,2025-06-20 13:16:35.746,D:\test_image\run29\frames_cam0\cam0_0024.png,D:\test_image\run29\frames_cam1\cam1_0027.png
2025-06-20 13:16:35.901,182.64,25.02,104.51,180.0,-50.48,182.64,25,2025-06-20 13:16:35.888,29,2025-06-20 13:16:35.942,D:\test_image\run29\frames_cam0\cam0_0025.png,D:\test_image\run29\frames_cam1\cam1_0029.png
2025-06-20 13:16:36.034,184.08,25.11,104.38,180.0,-50.52,184.08,26,2025-06-20 13:16:36.001,30,2025-06-20 13:16:36.042,D:\test_image\run29\frames_cam0\cam0_0026.png,D:\test_image\run29\frames_cam1\cam1_0030.png
2025-06-20 13:16:36.166,184.8,25.16,104.29,180.0,-50.55,184.8,27,2025-06-20 13:16:36.115,31,2025-06-20 13:16:36.141,D:\test_image\run29\frames_cam0\cam0_0027.png,D:\test_image\run29\frames_cam1\cam1_0031.png
2025-06-20 13:16:36.299,185.52,25.22,104.2,180.0,-50.58,185.52,29,2025-06-20 13:16:36.339,33,2025-06-20 13:16:36.345,D:\test_image\run29\frames_cam0\cam0_0029.png,D:\test_image\run29\frames_cam1\cam1_0033.png
2025-06-20 13:16:36.445,186.95,25.36,103.97,180.0,-50.67,186.95,30,2025-06-20 13:16:36.453,34,2025-06-20 13:16:36.450,D:\test_image\run29\frames_cam0\cam0_0030.png,D:\test_image\run29\frames_cam1\cam1_0034.png
2025-06-20 13:16:36.564,187.6,25.44,103.85,180.0,-50.72,187.6,31,2025-06-20 13:16:36.564,35,2025-06-20 13:16:36.561,D:\test_image\run29\frames_cam0\cam0_0031.png,D:\test_image\run29\frames_cam1\cam1_0035.png
2025-06-20 13:16:36.697,188.14,25.51,103.74,180.0,-50.76,188.14,32,2025-06-20 13:16:36.678,37,2025-06-20 13:16:36.749,D:\test_image\run29\frames_cam0\cam0_0032.png,D:\test_image\run29\frames_cam1\cam1_0037.png
