robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20 13:03:55.920,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.052,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.185,158.08,29.13,97.82,180.0,-53.05,158.09,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.317,158.44,28.99,98.06,180.0,-52.95,158.44,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.453,158.76,28.85,98.28,180.0,-52.87,158.76,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.582,159.17,28.69,98.54,180.0,-52.76,159.17,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.715,160.27,28.28,99.22,180.0,-52.5,160.27,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.847,160.9,28.06,99.58,180.0,-52.35,160.9,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:56.979,161.53,27.85,99.94,180.0,-52.22,161.53,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:57.112,162.81,27.44,100.6,180.0,-51.96,162.81,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:57.247,163.46,27.25,100.91,180.0,-51.84,163.46,1,2025-06-20 13:03:57.298,1,2025-06-20 13:03:57.262,D:\test_image\run24\frames_cam0\cam0_0001.png,D:\test_image\run24\frames_cam1\cam1_0001.png
2025-06-20 13:03:57.376,164.11,27.07,101.21,180.0,-51.72,164.11,2,2025-06-20 13:03:57.416,2,2025-06-20 13:03:57.355,D:\test_image\run24\frames_cam0\cam0_0002.png,D:\test_image\run24\frames_cam1\cam1_0002.png
2025-06-20 13:03:57.522,165.43,26.72,101.78,180.0,-51.5,165.43,3,2025-06-20 13:03:57.545,4,2025-06-20 13:03:57.563,D:\test_image\run24\frames_cam0\cam0_0003.png,D:\test_image\run24\frames_cam1\cam1_0004.png
2025-06-20 13:03:57.650,166.1,26.56,102.04,180.0,-51.4,166.1,4,2025-06-20 13:03:57.657,5,2025-06-20 13:03:57.659,D:\test_image\run24\frames_cam0\cam0_0004.png,D:\test_image\run24\frames_cam1\cam1_0005.png
2025-06-20 13:03:57.774,166.77,26.4,102.29,180.0,-51.31,166.77,5,2025-06-20 13:03:57.764,6,2025-06-20 13:03:57.765,D:\test_image\run24\frames_cam0\cam0_0005.png,D:\test_image\run24\frames_cam1\cam1_0006.png
2025-06-20 13:03:57.909,168.12,26.12,102.75,180.0,-51.13,168.12,6,2025-06-20 13:03:57.888,8,2025-06-20 13:03:57.959,D:\test_image\run24\frames_cam0\cam0_0006.png,D:\test_image\run24\frames_cam1\cam1_0008.png
2025-06-20 13:03:58.046,168.81,25.99,102.96,180.0,-51.05,168.81,7,2025-06-20 13:03:57.995,9,2025-06-20 13:03:58.054,D:\test_image\run24\frames_cam0\cam0_0007.png,D:\test_image\run24\frames_cam1\cam1_0009.png
