robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20 12:57:13.953,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:14.086,158.05,29.14,97.8,180.0,-53.06,158.06,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:14.218,158.14,29.11,97.86,180.0,-53.03,158.14,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:14.351,158.32,29.04,97.98,180.0,-52.99,158.32,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:14.484,158.97,28.77,98.41,180.0,-52.82,158.97,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:14.617,159.43,28.59,98.7,180.0,-52.7,159.43,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:14.754,159.98,28.39,99.05,180.0,-52.56,159.98,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:14.883,161.23,27.95,99.77,180.0,-52.28,161.23,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:15.015,161.87,27.74,100.12,180.0,-52.15,161.86,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:15.147,162.51,27.54,100.45,180.0,-52.02,162.5,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:15.279,163.8,27.15,101.07,180.0,-51.77,163.8,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:15.412,164.46,26.97,101.37,180.0,-51.66,164.46,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:15.545,165.12,26.8,101.65,180.0,-51.55,165.12,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:15.677,165.78,26.63,101.92,180.0,-51.45,165.78,1,2025-06-20 12:57:15.655,1,2025-06-20 12:57:15.664,D:\test_image\run21\frames_cam0\cam0_0001.png,D:\test_image\run21\frames_cam1\cam1_0001.png
2025-06-20 12:57:15.810,167.13,26.33,102.42,180.0,-51.26,167.12,4,2025-06-20 12:57:15.823,4,2025-06-20 12:57:15.823,D:\test_image\run21\frames_cam0\cam0_0004.png,D:\test_image\run21\frames_cam1\cam1_0004.png
2025-06-20 12:57:15.943,167.8,26.18,102.65,180.0,-51.17,167.8,5,2025-06-20 12:57:15.924,6,2025-06-20 12:57:15.925,D:\test_image\run21\frames_cam0\cam0_0005.png,D:\test_image\run21\frames_cam1\cam1_0006.png
2025-06-20 12:57:16.075,168.49,26.05,102.86,180.0,-51.09,168.49,6,2025-06-20 12:57:16.028,7,2025-06-20 12:57:16.028,D:\test_image\run21\frames_cam0\cam0_0006.png,D:\test_image\run21\frames_cam1\cam1_0007.png
2025-06-20 12:57:16.210,169.86,25.8,103.26,180.0,-50.94,169.86,8,2025-06-20 12:57:16.249,9,2025-06-20 12:57:16.218,D:\test_image\run21\frames_cam0\cam0_0008.png,D:\test_image\run21\frames_cam1\cam1_0009.png
2025-06-20 12:57:16.344,170.55,25.69,103.44,180.0,-50.87,170.55,9,2025-06-20 12:57:16.351,10,2025-06-20 12:57:16.317,D:\test_image\run21\frames_cam0\cam0_0009.png,D:\test_image\run21\frames_cam1\cam1_0010.png
2025-06-20 12:57:16.473,171.25,25.58,103.61,180.0,-50.81,171.25,10,2025-06-20 12:57:16.460,12,2025-06-20 12:57:16.512,D:\test_image\run21\frames_cam0\cam0_0010.png,D:\test_image\run21\frames_cam1\cam1_0012.png
2025-06-20 12:57:16.608,172.65,25.4,103.9,180.0,-50.7,172.65,11,2025-06-20 12:57:16.568,13,2025-06-20 12:57:16.611,D:\test_image\run21\frames_cam0\cam0_0011.png,D:\test_image\run21\frames_cam1\cam1_0013.png
2025-06-20 12:57:16.739,173.36,25.32,104.03,180.0,-50.65,173.36,12,2025-06-20 12:57:16.678,14,2025-06-20 12:57:16.715,D:\test_image\run21\frames_cam0\cam0_0012.png,D:\test_image\run21\frames_cam1\cam1_0014.png
2025-06-20 12:57:16.885,174.06,25.25,104.14,180.0,-50.61,174.07,14,2025-06-20 12:57:16.922,16,2025-06-20 12:57:16.924,D:\test_image\run21\frames_cam0\cam0_0014.png,D:\test_image\run21\frames_cam1\cam1_0016.png
2025-06-20 12:57:17.016,175.49,25.14,104.33,180.0,-50.53,175.49,15,2025-06-20 12:57:17.021,17,2025-06-20 12:57:17.025,D:\test_image\run21\frames_cam0\cam0_0015.png,D:\test_image\run21\frames_cam1\cam1_0017.png
2025-06-20 12:57:17.139,176.2,25.09,104.41,180.0,-50.51,176.2,16,2025-06-20 12:57:17.139,18,2025-06-20 12:57:17.112,D:\test_image\run21\frames_cam0\cam0_0016.png,D:\test_image\run21\frames_cam1\cam1_0018.png
2025-06-20 12:57:17.269,176.92,25.05,104.47,180.0,-50.48,176.92,17,2025-06-20 12:57:17.257,20,2025-06-20 12:57:17.308,D:\test_image\run21\frames_cam0\cam0_0017.png,D:\test_image\run21\frames_cam1\cam1_0020.png
2025-06-20 12:57:17.406,178.36,24.99,104.55,180.0,-50.45,178.35,18,2025-06-20 12:57:17.360,21,2025-06-20 12:57:17.413,D:\test_image\run21\frames_cam0\cam0_0018.png,D:\test_image\run21\frames_cam1\cam1_0021.png
2025-06-20 12:57:17.535,179.07,24.98,104.58,180.0,-50.44,179.07,20,2025-06-20 12:57:17.589,22,2025-06-20 12:57:17.513,D:\test_image\run21\frames_cam0\cam0_0020.png,D:\test_image\run21\frames_cam1\cam1_0022.png
2025-06-20 12:57:17.667,179.79,24.97,104.59,180.0,-50.44,179.8,21,2025-06-20 12:57:17.720,23,2025-06-20 12:57:17.613,D:\test_image\run21\frames_cam0\cam0_0021.png,D:\test_image\run21\frames_cam1\cam1_0023.png
2025-06-20 12:57:17.809,181.24,24.97,104.58,180.0,-50.44,181.24,22,2025-06-20 12:57:17.816,25,2025-06-20 12:57:17.817,D:\test_image\run21\frames_cam0\cam0_0022.png,D:\test_image\run21\frames_cam1\cam1_0025.png
2025-06-20 12:57:17.932,181.96,24.99,104.55,180.0,-50.46,181.96,23,2025-06-20 12:57:17.920,26,2025-06-20 12:57:17.924,D:\test_image\run21\frames_cam0\cam0_0023.png,D:\test_image\run21\frames_cam1\cam1_0026.png
2025-06-20 12:57:18.065,182.68,25.02,104.5,180.0,-50.48,182.68,24,2025-06-20 12:57:18.045,28,2025-06-20 12:57:18.112,D:\test_image\run21\frames_cam0\cam0_0024.png,D:\test_image\run21\frames_cam1\cam1_0028.png
2025-06-20 12:57:18.206,184.12,25.11,104.37,180.0,-50.52,184.13,26,2025-06-20 12:57:18.257,29,2025-06-20 12:57:18.214,D:\test_image\run21\frames_cam0\cam0_0026.png,D:\test_image\run21\frames_cam1\cam1_0029.png
2025-06-20 12:57:18.330,184.84,25.16,104.29,180.0,-50.55,184.85,27,2025-06-20 12:57:18.356,30,2025-06-20 12:57:18.314,D:\test_image\run21\frames_cam0\cam0_0027.png,D:\test_image\run21\frames_cam1\cam1_0030.png
2025-06-20 12:57:18.472,185.57,25.22,104.19,180.0,-50.59,185.57,28,2025-06-20 12:57:18.479,32,2025-06-20 12:57:18.518,D:\test_image\run21\frames_cam0\cam0_0028.png,D:\test_image\run21\frames_cam1\cam1_0032.png
2025-06-20 12:57:18.596,186.99,25.37,103.96,180.0,-50.67,186.99,29,2025-06-20 12:57:18.581,33,2025-06-20 12:57:18.619,D:\test_image\run21\frames_cam0\cam0_0029.png,D:\test_image\run21\frames_cam1\cam1_0033.png
2025-06-20 12:57:18.729,187.63,25.44,103.84,180.0,-50.72,187.64,30,2025-06-20 12:57:18.689,34,2025-06-20 12:57:18.717,D:\test_image\run21\frames_cam0\cam0_0030.png,D:\test_image\run21\frames_cam1\cam1_0034.png
2025-06-20 12:57:18.860,188.17,25.51,103.73,180.0,-50.76,188.17,31,2025-06-20 12:57:18.822,35,2025-06-20 12:57:18.821,D:\test_image\run21\frames_cam0\cam0_0031.png,D:\test_image\run21\frames_cam1\cam1_0035.png
2025-06-20 12:57:18.993,188.93,25.61,103.57,180.0,-50.82,188.92,33,2025-06-20 12:57:19.047,37,2025-06-20 12:57:19.017,D:\test_image\run21\frames_cam0\cam0_0033.png,D:\test_image\run21\frames_cam1\cam1_0037.png
2025-06-20 12:57:19.125,189.14,25.64,103.52,180.0,-50.84,189.14,34,2025-06-20 12:57:19.151,38,2025-06-20 12:57:19.112,D:\test_image\run21\frames_cam0\cam0_0034.png,D:\test_image\run21\frames_cam1\cam1_0038.png
2025-06-20 12:57:19.258,189.25,25.66,103.49,180.0,-50.85,189.25,35,2025-06-20 12:57:19.265,39,2025-06-20 12:57:19.215,D:\test_image\run21\frames_cam0\cam0_0035.png,D:\test_image\run21\frames_cam1\cam1_0039.png
2025-06-20 12:57:19.394,189.27,25.66,103.48,180.0,-50.86,189.27,36,2025-06-20 12:57:19.392,41,2025-06-20 12:57:19.419,D:\test_image\run21\frames_cam0\cam0_0036.png,D:\test_image\run21\frames_cam1\cam1_0041.png
2025-06-20 12:57:19.528,189.27,25.66,103.48,180.0,-50.86,189.27,37,2025-06-20 12:57:19.582,42,2025-06-20 12:57:19.536,D:\test_image\run21\frames_cam0\cam0_0037.png,D:\test_image\run21\frames_cam1\cam1_0042.png
2025-06-20 12:57:19.657,189.3,25.66,103.48,180.0,-50.85,189.3,38,2025-06-20 12:57:19.708,43,2025-06-20 12:57:19.611,D:\test_image\run21\frames_cam0\cam0_0038.png,D:\test_image\run21\frames_cam1\cam1_0043.png
2025-06-20 12:57:19.814,189.65,25.7,103.42,180.0,-50.88,189.65,39,2025-06-20 12:57:19.827,45,2025-06-20 12:57:19.826,D:\test_image\run21\frames_cam0\cam0_0039.png,D:\test_image\run21\frames_cam1\cam1_0045.png
2025-06-20 12:57:19.923,189.98,25.74,103.36,180.0,-50.9,189.99,40,2025-06-20 12:57:19.930,46,2025-06-20 12:57:19.922,D:\test_image\run21\frames_cam0\cam0_0040.png,D:\test_image\run21\frames_cam1\cam1_0046.png
2025-06-20 12:57:20.055,190.42,25.8,103.27,180.0,-50.93,190.43,41,2025-06-20 12:57:20.037,47,2025-06-20 12:57:20.013,D:\test_image\run21\frames_cam0\cam0_0041.png,D:\test_image\run21\frames_cam1\cam1_0047.png
2025-06-20 12:57:20.191,191.62,25.96,103.01,180.0,-51.03,191.62,42,2025-06-20 12:57:20.157,49,2025-06-20 12:57:20.232,D:\test_image\run21\frames_cam0\cam0_0042.png,D:\test_image\run21\frames_cam1\cam1_0049.png
2025-06-20 12:57:20.320,192.32,26.07,102.84,180.0,-51.1,192.32,43,2025-06-20 12:57:20.350,50,2025-06-20 12:57:20.315,D:\test_image\run21\frames_cam0\cam0_0043.png,D:\test_image\run21\frames_cam1\cam1_0050.png
2025-06-20 12:57:20.453,193.02,26.18,102.65,180.0,-51.17,193.02,44,2025-06-20 12:57:20.452,51,2025-06-20 12:57:20.411,D:\test_image\run21\frames_cam0\cam0_0044.png,D:\test_image\run21\frames_cam1\cam1_0051.png
2025-06-20 12:57:20.585,194.42,26.43,102.24,180.0,-51.32,194.42,45,2025-06-20 12:57:20.551,53,2025-06-20 12:57:20.614,D:\test_image\run21\frames_cam0\cam0_0045.png,D:\test_image\run21\frames_cam1\cam1_0053.png
2025-06-20 12:57:20.719,195.11,26.57,102.02,180.0,-51.41,195.11,46,2025-06-20 12:57:20.662,54,2025-06-20 12:57:20.719,D:\test_image\run21\frames_cam0\cam0_0046.png,D:\test_image\run21\frames_cam1\cam1_0054.png
2025-06-20 12:57:20.851,195.77,26.71,101.79,180.0,-51.5,195.77,48,2025-06-20 12:57:20.885,55,2025-06-20 12:57:20.807,D:\test_image\run21\frames_cam0\cam0_0048.png,D:\test_image\run21\frames_cam1\cam1_0055.png
2025-06-20 12:57:20.991,196.79,26.94,101.42,180.0,-51.64,196.79,49,2025-06-20 12:57:21.011,57,2025-06-20 12:57:21.015,D:\test_image\run21\frames_cam0\cam0_0049.png,D:\test_image\run21\frames_cam1\cam1_0057.png
2025-06-20 12:57:21.115,197.15,27.03,101.28,180.0,-51.69,197.15,50,2025-06-20 12:57:21.112,58,2025-06-20 12:57:21.113,D:\test_image\run21\frames_cam0\cam0_0050.png,D:\test_image\run21\frames_cam1\cam1_0058.png
2025-06-20 12:57:21.248,197.4,27.09,101.18,180.0,-51.73,197.4,51,2025-06-20 12:57:21.218,59,2025-06-20 12:57:21.219,D:\test_image\run21\frames_cam0\cam0_0051.png,D:\test_image\run21\frames_cam1\cam1_0059.png
2025-06-20 12:57:21.393,197.6,27.14,101.1,180.0,-51.77,197.6,53,2025-06-20 12:57:21.426,61,2025-06-20 12:57:21.425,D:\test_image\run21\frames_cam0\cam0_0053.png,D:\test_image\run21\frames_cam1\cam1_0061.png
2025-06-20 12:57:21.521,197.61,27.14,101.09,180.0,-51.77,197.61,54,2025-06-20 12:57:21.530,62,2025-06-20 12:57:21.525,D:\test_image\run21\frames_cam0\cam0_0054.png,D:\test_image\run21\frames_cam1\cam1_0062.png
2025-06-20 12:57:21.646,197.61,27.14,101.09,180.0,-51.77,197.61,55,2025-06-20 12:57:21.640,63,2025-06-20 12:57:21.610,D:\test_image\run21\frames_cam0\cam0_0055.png,D:\test_image\run21\frames_cam1\cam1_0063.png
2025-06-20 12:57:21.779,197.61,27.15,101.1,180.0,-51.75,197.61,56,2025-06-20 12:57:21.762,65,2025-06-20 12:57:21.812,D:\test_image\run21\frames_cam0\cam0_0056.png,D:\test_image\run21\frames_cam1\cam1_0065.png
2025-06-20 12:57:21.919,197.61,27.39,101.23,180.0,-51.38,197.61,57,2025-06-20 12:57:21.898,66,2025-06-20 12:57:21.919,D:\test_image\run21\frames_cam0\cam0_0057.png,D:\test_image\run21\frames_cam1\cam1_0066.png
2025-06-20 12:57:22.044,197.61,27.62,101.36,180.0,-51.01,197.61,58,2025-06-20 12:57:22.012,67,2025-06-20 12:57:22.015,D:\test_image\run21\frames_cam0\cam0_0058.png,D:\test_image\run21\frames_cam1\cam1_0067.png
2025-06-20 12:57:22.211,197.6,27.94,101.52,180.0,-50.53,197.6,60,2025-06-20 12:57:22.219,69,2025-06-20 12:57:22.219,D:\test_image\run21\frames_cam0\cam0_0060.png,D:\test_image\run21\frames_cam1\cam1_0069.png
2025-06-20 12:57:22.319,197.6,28.83,101.95,180.0,-49.21,197.6,61,2025-06-20 12:57:22.327,70,2025-06-20 12:57:22.325,D:\test_image\run21\frames_cam0\cam0_0061.png,D:\test_image\run21\frames_cam1\cam1_0070.png
2025-06-20 12:57:22.443,197.6,29.38,102.19,180.0,-48.42,197.6,62,2025-06-20 12:57:22.424,71,2025-06-20 12:57:22.423,D:\test_image\run21\frames_cam0\cam0_0062.png,D:\test_image\run21\frames_cam1\cam1_0071.png
2025-06-20 12:57:22.575,197.6,29.94,102.43,180.0,-47.63,197.6,63,2025-06-20 12:57:22.547,73,2025-06-20 12:57:22.616,D:\test_image\run21\frames_cam0\cam0_0063.png,D:\test_image\run21\frames_cam1\cam1_0073.png
2025-06-20 12:57:22.716,197.6,31.09,102.85,180.0,-46.06,197.6,65,2025-06-20 12:57:22.768,74,2025-06-20 12:57:22.727,D:\test_image\run21\frames_cam0\cam0_0065.png,D:\test_image\run21\frames_cam1\cam1_0074.png
2025-06-20 12:57:22.841,197.6,31.67,103.04,180.0,-45.29,197.6,66,2025-06-20 12:57:22.868,75,2025-06-20 12:57:22.812,D:\test_image\run21\frames_cam0\cam0_0066.png,D:\test_image\run21\frames_cam1\cam1_0075.png
2025-06-20 12:57:22.975,197.6,32.27,103.22,180.0,-44.51,197.6,67,2025-06-20 12:57:22.978,77,2025-06-20 12:57:23.013,D:\test_image\run21\frames_cam0\cam0_0067.png,D:\test_image\run21\frames_cam1\cam1_0077.png
2025-06-20 12:57:23.109,197.6,33.48,103.54,180.0,-42.98,197.6,68,2025-06-20 12:57:23.071,78,2025-06-20 12:57:23.112,D:\test_image\run21\frames_cam0\cam0_0068.png,D:\test_image\run21\frames_cam1\cam1_0078.png
