robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20 13:31:17.699,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:17.833,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:17.965,158.16,29.1,97.88,180.0,-53.03,158.17,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:18.097,158.36,29.02,98.01,180.0,-52.98,158.36,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:18.229,158.65,28.9,98.2,180.0,-52.9,158.65,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:18.363,159.51,28.56,98.76,180.0,-52.68,159.51,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:18.495,160.08,28.35,99.1,180.0,-52.54,160.08,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:18.627,160.7,28.13,99.47,180.0,-52.4,160.7,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:18.769,161.97,27.71,100.17,180.0,-52.12,161.97,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:18.892,162.61,27.5,100.5,180.0,-52.0,162.61,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:19.025,163.25,27.31,100.82,180.0,-51.87,163.25,1,2025-06-20 13:31:19.111,1,2025-06-20 13:31:19.082,D:\test_image\run35\frames_cam0\cam0_0001.png,D:\test_image\run35\frames_cam1\cam1_0001.png
2025-06-20 13:31:19.169,164.56,26.94,101.42,180.0,-51.64,164.56,2,2025-06-20 13:31:19.221,2,2025-06-20 13:31:19.178,D:\test_image\run35\frames_cam0\cam0_0002.png,D:\test_image\run35\frames_cam1\cam1_0002.png
2025-06-20 13:31:19.290,165.22,26.77,101.69,180.0,-51.53,165.22,3,2025-06-20 13:31:19.340,3,2025-06-20 13:31:19.277,D:\test_image\run35\frames_cam0\cam0_0003.png,D:\test_image\run35\frames_cam1\cam1_0003.png
2025-06-20 13:31:19.422,165.89,26.61,101.96,180.0,-51.43,165.89,4,2025-06-20 13:31:19.449,4,2025-06-20 13:31:19.377,D:\test_image\run35\frames_cam0\cam0_0004.png,D:\test_image\run35\frames_cam1\cam1_0004.png
2025-06-20 13:31:19.556,167.23,26.3,102.45,180.0,-51.24,167.23,5,2025-06-20 13:31:19.568,6,2025-06-20 13:31:19.576,D:\test_image\run35\frames_cam0\cam0_0005.png,D:\test_image\run35\frames_cam1\cam1_0006.png
2025-06-20 13:31:19.688,167.91,26.16,102.68,180.0,-51.16,167.91,6,2025-06-20 13:31:19.690,7,2025-06-20 13:31:19.691,D:\test_image\run35\frames_cam0\cam0_0006.png,D:\test_image\run35\frames_cam1\cam1_0007.png
2025-06-20 13:31:19.819,168.59,26.03,102.9,180.0,-51.07,168.59,7,2025-06-20 13:31:19.800,8,2025-06-20 13:31:19.774,D:\test_image\run35\frames_cam0\cam0_0007.png,D:\test_image\run35\frames_cam1\cam1_0008.png
2025-06-20 13:31:19.952,169.97,25.78,103.29,180.0,-50.92,169.97,8,2025-06-20 13:31:19.901,10,2025-06-20 13:31:19.975,D:\test_image\run35\frames_cam0\cam0_0008.png,D:\test_image\run35\frames_cam1\cam1_0010.png
2025-06-20 13:31:20.085,170.66,25.67,103.47,180.0,-50.86,170.66,10,2025-06-20 13:31:20.117,11,2025-06-20 13:31:20.074,D:\test_image\run35\frames_cam0\cam0_0010.png,D:\test_image\run35\frames_cam1\cam1_0011.png
2025-06-20 13:31:20.221,171.36,25.57,103.63,180.0,-50.8,171.36,11,2025-06-20 13:31:20.228,12,2025-06-20 13:31:20.176,D:\test_image\run35\frames_cam0\cam0_0011.png,D:\test_image\run35\frames_cam1\cam1_0012.png
2025-06-20 13:31:20.350,172.76,25.39,103.92,180.0,-50.69,172.76,12,2025-06-20 13:31:20.340,14,2025-06-20 13:31:20.374,D:\test_image\run35\frames_cam0\cam0_0012.png,D:\test_image\run35\frames_cam1\cam1_0014.png
2025-06-20 13:31:20.482,173.47,25.31,104.05,180.0,-50.64,173.47,13,2025-06-20 13:31:20.472,15,2025-06-20 13:31:20.476,D:\test_image\run35\frames_cam0\cam0_0013.png,D:\test_image\run35\frames_cam1\cam1_0015.png
2025-06-20 13:31:20.615,174.18,25.24,104.16,180.0,-50.6,174.18,14,2025-06-20 13:31:20.577,16,2025-06-20 13:31:20.577,D:\test_image\run35\frames_cam0\cam0_0014.png,D:\test_image\run35\frames_cam1\cam1_0016.png
2025-06-20 13:31:20.748,175.6,25.13,104.34,180.0,-50.53,175.6,16,2025-06-20 13:31:20.792,18,2025-06-20 13:31:20.791,D:\test_image\run35\frames_cam0\cam0_0016.png,D:\test_image\run35\frames_cam1\cam1_0018.png
2025-06-20 13:31:20.879,176.31,25.08,104.42,180.0,-50.5,176.31,17,2025-06-20 13:31:20.907,19,2025-06-20 13:31:20.877,D:\test_image\run35\frames_cam0\cam0_0017.png,D:\test_image\run35\frames_cam1\cam1_0019.png
2025-06-20 13:31:21.012,177.03,25.04,104.48,180.0,-50.48,177.03,18,2025-06-20 13:31:21.007,20,2025-06-20 13:31:20.975,D:\test_image\run35\frames_cam0\cam0_0018.png,D:\test_image\run35\frames_cam1\cam1_0020.png
2025-06-20 13:31:21.144,178.47,24.99,104.56,180.0,-50.44,178.47,19,2025-06-20 13:31:21.127,22,2025-06-20 13:31:21.172,D:\test_image\run35\frames_cam0\cam0_0019.png,D:\test_image\run35\frames_cam1\cam1_0022.png
2025-06-20 13:31:21.277,179.19,24.98,104.58,180.0,-50.44,179.19,20,2025-06-20 13:31:21.235,23,2025-06-20 13:31:21.276,D:\test_image\run35\frames_cam0\cam0_0020.png,D:\test_image\run35\frames_cam1\cam1_0023.png
2025-06-20 13:31:21.410,179.91,24.97,104.59,180.0,-50.44,179.91,21,2025-06-20 13:31:21.346,24,2025-06-20 13:31:21.372,D:\test_image\run35\frames_cam0\cam0_0021.png,D:\test_image\run35\frames_cam1\cam1_0024.png
2025-06-20 13:31:21.541,180.63,24.97,104.59,180.0,-50.44,180.63,23,2025-06-20 13:31:21.579,26,2025-06-20 13:31:21.581,D:\test_image\run35\frames_cam0\cam0_0023.png,D:\test_image\run35\frames_cam1\cam1_0026.png
2025-06-20 13:31:21.684,182.07,25.0,104.54,180.0,-50.46,182.07,24,2025-06-20 13:31:21.692,27,2025-06-20 13:31:21.684,D:\test_image\run35\frames_cam0\cam0_0024.png,D:\test_image\run35\frames_cam1\cam1_0027.png
