robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-19 15:06:16.367,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:16.500,158.05,29.14,97.8,180.0,-53.06,158.06,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:16.632,158.14,29.11,97.86,180.0,-53.03,158.15,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:16.764,158.33,29.03,97.99,180.0,-52.98,158.33,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:16.897,158.98,28.77,98.42,180.0,-52.81,158.98,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:17.029,159.44,28.59,98.71,180.0,-52.7,159.44,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:17.162,160.0,28.38,99.06,180.0,-52.56,160.0,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:17.295,160.62,28.16,99.42,180.0,-52.42,160.62,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:17.428,161.88,27.73,100.13,180.0,-52.14,161.89,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:17.560,162.52,27.53,100.46,180.0,-52.01,162.53,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:17.698,163.17,27.33,100.78,180.0,-51.89,163.17,1,2025-06-19 15:06:17.756,1,2025-06-19 15:06:17.726,D:\test_image\run9\frames_cam0\cam0_0001.png,D:\test_image\run9\frames_cam1\cam1_0001.png
2025-06-19 15:06:17.824,164.48,26.96,101.38,180.0,-51.66,164.48,2,2025-06-19 15:06:17.891,2,2025-06-19 15:06:17.828,D:\test_image\run9\frames_cam0\cam0_0002.png,D:\test_image\run9\frames_cam1\cam1_0002.png
2025-06-19 15:06:17.956,165.13,26.79,101.66,180.0,-51.55,165.14,3,2025-06-19 15:06:18.004,3,2025-06-19 15:06:17.922,D:\test_image\run9\frames_cam0\cam0_0003.png,D:\test_image\run9\frames_cam1\cam1_0003.png
