robot_ts,x,y,z,w,p,r,cam0_frame,cam0_ts,cam1_frame,cam1_ts,cam0_path,cam1_path
2025-06-20 13:08:22.480,158.04,29.14,97.8,180.0,-53.06,158.04,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:22.613,158.05,29.14,97.8,180.0,-53.06,158.05,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:22.746,158.13,29.12,97.85,180.0,-53.04,158.14,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:22.878,158.31,29.05,97.97,180.0,-52.99,158.31,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.021,158.94,28.78,98.39,180.0,-52.82,158.94,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.143,159.39,28.61,98.68,180.0,-52.71,159.39,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.275,159.94,28.4,99.02,180.0,-52.57,159.94,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.407,161.19,27.96,99.75,180.0,-52.29,161.19,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.540,161.82,27.75,100.09,180.0,-52.16,161.82,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.674,162.46,27.55,100.43,180.0,-52.02,162.46,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.805,163.76,27.16,101.05,180.0,-51.78,163.76,1,2025-06-20 13:08:23.965,1,2025-06-20 13:08:23.869,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0001.png
2025-06-20 13:08:23.947,164.41,26.98,101.35,180.0,-51.67,164.41,1,2025-06-20 13:08:23.965,2,2025-06-20 13:08:23.970,D:\test_image\run26\frames_cam0\cam0_0001.png,D:\test_image\run26\frames_cam1\cam1_0002.png
2025-06-20 13:08:24.071,165.07,26.81,101.63,180.0,-51.56,165.07,2,2025-06-20 13:08:24.070,3,2025-06-20 13:08:24.071,D:\test_image\run26\frames_cam0\cam0_0002.png,D:\test_image\run26\frames_cam1\cam1_0003.png
2025-06-20 13:08:24.201,166.41,26.49,102.16,180.0,-51.36,166.41,3,2025-06-20 13:08:24.170,4,2025-06-20 13:08:24.169,D:\test_image\run26\frames_cam0\cam0_0003.png,D:\test_image\run26\frames_cam1\cam1_0004.png
2025-06-20 13:08:24.336,167.08,26.34,102.4,180.0,-51.26,167.08,5,2025-06-20 13:08:24.393,6,2025-06-20 13:08:24.363,D:\test_image\run26\frames_cam0\cam0_0005.png,D:\test_image\run26\frames_cam1\cam1_0006.png
2025-06-20 13:08:24.469,167.76,26.19,102.63,180.0,-51.18,167.76,6,2025-06-20 13:08:24.492,7,2025-06-20 13:08:24.488,D:\test_image\run26\frames_cam0\cam0_0006.png,D:\test_image\run26\frames_cam1\cam1_0007.png
2025-06-20 13:08:24.605,168.44,26.06,102.85,180.0,-51.09,168.44,7,2025-06-20 13:08:24.613,8,2025-06-20 13:08:24.560,D:\test_image\run26\frames_cam0\cam0_0007.png,D:\test_image\run26\frames_cam1\cam1_0008.png
2025-06-20 13:08:24.750,169.81,25.81,103.25,180.0,-50.94,169.81,8,2025-06-20 13:08:24.725,10,2025-06-20 13:08:24.759,D:\test_image\run26\frames_cam0\cam0_0008.png,D:\test_image\run26\frames_cam1\cam1_0010.png
2025-06-20 13:08:24.864,170.51,25.7,103.43,180.0,-50.87,170.51,9,2025-06-20 13:08:24.827,11,2025-06-20 13:08:24.862,D:\test_image\run26\frames_cam0\cam0_0009.png,D:\test_image\run26\frames_cam1\cam1_0011.png
